736601926,1689,1025,572,254,102
745679979,10669,6549,4021,1843,432
745745347,11958,7125,3882,1934,556
871173622,16170,9144,4367,1664,491
1015761221,6148,3495,1760,808,309
1015761223,6399,3758,1863,793,285
1097917415,5008,3389,1921,947,359
1097917421,5359,3740,2450,1142,342
1097917479,5317,3695,2193,1023,335
1097920969,2664,1402,1193,825,316
1097920970,3622,2054,1270,707,311
1097920975,2580,1370,1199,814,270
1097920981,3078,1622,1214,794,359
1097920986,3688,2669,1565,1077,570
1097920994,2833,1640,1201,1039,451
1097921009,3216,2361,1326,928,469
1097921036,3410,2535,1460,989,516
1097921046,3311,1700,1226,678,311
1097921052,3216,2361,1323,873,394
1097921057,3607,1916,1263,672,289
1097921104,2403,1418,1192,760,271
1097921136,2779,1630,1189,1041,447
1097925913,4456,3406,2312,1307,497
1097926132,4395,3340,2431,1349,357
1097926194,2786,1440,1176,866,335
1107291023,6399,3758,1863,793,285
1107291029,6148,3495,1760,808,309
1147389711,6816,4353,2411,1192,452
1147389738,7860,4571,2138,1226,429
1147389796,8241,5156,2481,1167,306
1147389834,8461,4701,2581,1272,467
1147389872,8376,5159,2242,1245,473
1147389905,8560,5142,2305,1153,444
1147390159,8421,4733,2474,1202,423
1147390174,7050,4034,2200,1197,462
1147390189,7050,4230,2348,1191,446
1147390207,7932,4819,2172,1284,448
1147390386,7921,4526,2405,1218,524
1147390422,6986,4898,3191,1335,429
1147390477,8511,4965,2610,1330,428
1147390617,7937,4607,2468,1224,481
1152802079,7621,4897,2968,1205,316
1152802185,7273,4686,2854,1216,358
1152802196,8326,5318,2835,1308,357
1152802199,12840,7869,3905,1543,309
1152802201,7847,5102,2743,1171,393
1152802216,7889,4993,2944,1155,341
1152802265,7642,4993,2798,1210,348
1152814778,10593,6153,3405,1461,589
1152814864,7895,4578,2253,917,378
1152815139,8323,4864,2391,1031,456
1152815151,10588,5988,3041,1467,576
1152815160,8418,4952,2869,1273,362
1152815253,8476,5335,3173,1323,349
1152815292,8657,5248,2991,1342,312
1152815339,6897,3811,1926,1170,418
1152815461,8111,4482,2271,1142,479
1620652914,12926,7379,4048,1891,692
1620653229,14536,8230,4366,1990,778
1675113603,5436,3062,1401,334,35
1675114009,7447,4251,2085,893,290
1675114014,6665,3575,1739,760,258
1675114022,7491,4229,2381,1205,309
1675114050,7443,4236,2285,1090,390
1675114068,7696,4488,2170,989,340
1675114075,7417,4136,2102,942,377
1675114083,7260,4175,2304,1202,395
1675114101,7340,4222,2215,989,340
1675114152,6760,3745,1903,825,285
1675114212,5262,2852,1474,808,279
1675114264,5947,3158,1592,902,269
1675114295,8095,4395,2192,832,258
1675114298,7952,4321,2106,764,232
1675114322,7570,4093,1952,887,345
1675114329,7171,3859,1960,871,316
1675114345,6937,3689,1853,895,291
1675114347,7182,3823,1950,915,269
1675114352,7529,4034,1902,864,273
1675114399,8911,4888,2353,859,288
1675114517,3155,1817,1151,587,224
1675114557,6735,3538,1780,826,261
1675115031,11264,6278,3222,1261,474
1676863674,4284,2403,1218,410,89
1676863678,4676,2828,1505,663,222
1676863704,3959,2226,1214,693,202
1676863710,3959,2226,961,345,54
1677097236,13916,8652,5173,2363,482
1677097260,11235,6344,3735,1481,501
1677097262,9932,6512,3389,1358,390
1677097337,10040,6049,2991,1070,379
1677098553,3735,2444,1559,715,296
1677098564,3602,2261,1407,745,295
1677098617,3560,2171,1278,805,269
1682360742,15433,8949,3785,1571,419
1682360804,12509,7073,3590,1235,255
1682360817,7056,3494,1478,361,26
1682360825,6305,3687,1752,638,258
1682360868,12614,6972,3346,1201,118
1682361791,17126,10136,5209,1732,473
1682361842,16472,9773,4836,1787,457
1682361870,8257,5726,4003,1855,641
1682361876,8383,6057,4234,2085,720
1682362131,9567,6282,3826,2142,637
1682362158,10522,7169,4009,1791,541
1682362196,9067,6208,3964,2164,674
1682362216,13510,8060,4328,1424,291
1682362218,13908,8661,4591,1703,261
1682362231,12781,7815,3889,1534,305
1682362242,11937,7749,4947,1873,503
1682362245,12087,8164,4562,2204,636
1682362254,11891,7776,4519,2119,642
1682362267,11512,7643,4628,2048,427
1682362268,11572,7512,4478,1954,485
1682362300,12159,7365,4129,1989,562
1682362356,12043,7992,4553,1877,476
1682362529,9381,5947,3817,1943,503
1682362544,11141,7170,4170,1792,429
1682362551,11207,7465,4229,1996,551
1682362589,9462,6138,3678,2096,548
1682363031,9293,6049,3590,1894,671
1682363769,6855,5164,3143,1399,317
1682363813,8056,5733,4156,2041,619
1682363831,7711,5570,3730,1760,570
1682364035,7288,4389,2461,859,218
1682364048,6937,4258,2419,895,220
1682364065,6768,4834,3207,1563,571
1682364092,7753,4233,2333,1335,448
1682364110,7524,4016,2220,1226,393
1682364157,6739,4401,2446,874,225
1682364171,7164,4607,2543,863,179
1682364219,6642,4973,3152,1581,529
1682364235,6560,4812,3046,1494,571
1682364244,6515,4821,3071,1462,528
1683327923,2136,1588,1058,397,136
1683327949,1955,1502,954,328,123
1683327953,2084,1594,1024,384,131
1683327958,2195,1626,1138,466,142
1683327995,3204,2085,1372,845,252
1683328008,2975,2033,1373,868,205
1683328024,2894,1990,1385,840,225
1683328028,3017,2053,1437,965,301
1683328036,3283,2216,1483,988,397
1683328291,6224,3858,2271,1002,265
1683328294,6186,4037,2368,925,273
1683329228,6555,3928,2059,865,195
1683329267,3969,2234,869,331,97
1683329447,3969,2234,869,331,97
1683329481,5855,3788,2044,759,229
1683329498,5914,3805,2018,781,212
1683332121,8291,5108,2683,1291,302
1683332353,8053,4984,2564,1075,244
1684772920,7089,3982,1863,924,382
1684772926,4389,2522,1613,700,149
1684772951,5280,2854,1431,790,186
1684772953,5666,3139,1504,787,192
1684772954,6445,3791,1692,890,353
1684772963,6339,3655,1683,845,282
1684773287,3475,2186,1404,809,239
1684773290,3696,2298,1373,795,212
1684773291,4041,2359,1455,708,188
1684773302,3795,2339,1486,891,296
1684773311,2838,1673,1058,457,182
1684773333,2838,1673,1058,457,182
1684991270,3237,2194,1402,807,285
1684991273,3040,2111,1370,777,319
1684991275,2904,2030,1342,743,285
1684991280,2875,1936,1278,688,246
1684991295,4106,2416,1573,927,314
1684991375,1858,1324,752,326,102
1684991377,2018,1315,823,360,97
1684991380,2044,1368,913,388,112
1684991386,2005,1339,809,375,118
1684992370,2873,1865,1118,508,189
1685258492,12209,6740,3279,1341,422
1685258566,12209,6740,3279,1341,422
1685258567,4874,2623,1458,711,238
1685258575,4480,2562,1635,895,289
1685258576,4839,2769,1721,811,282
1685258584,8521,4714,2364,986,280
1685258588,13883,8070,4059,1618,518
1685258785,3521,1936,881,437,136
1685258851,3157,1793,792,360,107
1685258867,4527,2396,1405,712,220
1685258868,3874,2043,1179,657,208
1685258873,3444,1979,1232,657,181
1685258875,3205,1820,1201,587,179
1685258879,3181,1713,1179,472,170
1685258919,4869,2640,1374,739,243
1685258926,3594,1812,1121,492,185
1685258930,4335,2231,1006,458,175
1685259076,4467,2352,998,483,175
1685259078,3929,2142,1054,478,170
1685259085,4015,2149,1032,477,181
1685259101,3985,2112,947,439,163
1685259336,2517,1445,827,372,106
1685259347,1676,958,509,245,112
1685259383,2710,1512,916,446,128
1685259401,2727,1509,869,390,126
1685259420,2828,1564,914,425,133
1685259425,2641,1533,885,425,116
1685260648,13203,7248,3319,1132,297
1685260781,16861,10387,5364,2038,552
1685260999,16782,10327,5544,2118,490
1685261024,17894,11413,6393,2585,842
1685261056,18167,11632,6308,2552,661
1685261191,16198,9934,5256,2201,539
1686239886,6675,4032,2304,1204,350
1686239985,8589,5096,2968,1389,339
1686240089,7349,4133,2172,1144,325
1686240200,8095,4742,2705,1144,252
1686240339,9790,6320,3400,1116,333
1686240349,9826,6084,3221,1130,393
1686240436,9232,5870,3009,1020,368
1686240759,14904,9685,5609,2254,563
1686240837,14567,9698,5663,2341,559
1686240911,14464,9146,5393,2281,496
1686240924,7702,5103,2906,1239,461
1686240951,6989,4628,2513,1229,508
1686240963,6973,4307,2442,1219,567
1686241005,7714,5153,2919,1386,369
1686241008,7652,5094,2889,1297,410
1686241413,16507,10644,6046,2538,653
1686241424,16594,10562,5690,2218,352
1686241584,6420,4152,2203,1111,430
1686241636,3866,2079,1120,546,135
1686241879,7702,5085,2856,1239,281
1686241981,8254,5017,2825,1121,280
1686242240,7004,4411,2490,1271,577
1686242640,12571,7950,3768,1400,399
1686242735,2854,1916,1240,547,448
1686242843,8201,5227,2888,1255,272
1686242848,9024,5642,3053,1600,365
1686522363,7352,4384,2449,1170,372
1686522411,9235,5144,2192,722,151
1686522488,12899,7819,3900,1789,337
1686523184,6927,4778,2657,1258,240
1686523508,6979,4467,2616,1225,274
1686523512,7154,4826,2878,1318,383
1686523550,7009,4703,2839,1355,349
1686523644,11650,6644,2454,1000,252
1686523751,11645,6667,3575,1564,392
1686523764,11465,6835,3039,1322,293
1686523805,4942,3131,1854,1035,298
1686523808,5177,3177,1924,1035,397
1686523816,4720,2871,1782,974,396
1686523819,4623,2811,1782,954,342
1686523837,6424,4356,2497,1213,301
1686523878,6319,4177,2417,1160,192
1686523906,4682,3257,1766,899,197
1686523913,4979,3028,1891,857,244
1686524026,5616,3355,1991,940,285
1686524155,4629,2860,1795,940,357
1686524200,4630,2797,1715,918,315
1686524240,4611,2845,1787,806,230
1686524403,7382,4346,2335,969,219
1686525428,5223,3087,1719,748,174
1686525678,7194,4646,2735,1353,382
1686525689,7498,4979,2817,1314,331
1686525698,7775,5121,2859,1418,342
1686525713,7472,4910,2775,1367,344
1686525745,9444,6327,3727,1936,656
1686525787,7755,5164,2963,1460,434
1686525829,5974,3500,1902,930,269
1686525858,5905,3416,1816,817,309
1686525867,5840,3620,1931,885,285
1686525927,8160,5348,2992,1436,432
1687798122,4193,2858,1599,775,243
1687798146,7429,4788,2593,1187,268
1687798187,7026,4662,2544,1158,255
1687798193,5421,3341,1700,758,246
1687798267,4176,2792,1618,774,246
1687798288,4342,2884,1772,847,266
1687798311,5333,3381,1782,821,265
1687798376,4349,2742,1727,871,306
1687798399,3986,2678,1701,924,308
1687798404,4207,2733,1762,870,339
1687798410,4743,2926,1829,941,327
1687798428,3684,2485,1509,839,314
1687798488,5201,3294,1774,908,323
1687799061,6240,3858,1910,862,229
1687799104,4308,2930,1771,990,313
1687799123,5948,3634,1749,819,196
1687799140,5948,3634,1749,819,196
1687799146,3853,2694,1598,779,256
1687799148,3770,2641,1553,754,227
1687799166,4278,2892,1742,1013,309
1687799880,3828,2632,1600,743,303
1687799882,3824,2588,1580,712,268
1687799905,4181,2949,1961,1066,421
1687799925,4297,2991,1888,1124,348
1687799970,4288,2865,1646,842,346
1687799972,4253,3045,2031,1140,452
1687800029,4289,2738,1517,744,217
1687800046,4908,3200,1973,1151,413
1687800081,4732,2958,1659,831,299
1687800121,4445,3045,1859,971,286
1687800134,4456,2989,1846,1051,371
1687800203,5151,3262,2072,966,339
1687800284,4125,2626,1538,740,271
1687942355,4074,2671,1697,934,352
1687942362,4061,2746,1743,933,344
1687942403,4746,3203,1864,1033,374
1687942409,4443,2851,1734,931,327
1687942413,4302,2779,1715,893,314
1687942417,4511,2849,1747,930,345
1687942418,4588,3048,1823,965,358
1687942462,4934,2967,1687,748,232
1687942464,5062,2985,1764,769,229
1687942470,4864,2961,1677,639,218
1687942471,4624,2825,1512,558,202
1687942478,4460,2722,1463,594,187
1687942480,4545,2755,1445,670,186
1687942529,10588,6529,3927,1691,480
1687942556,11651,6984,4056,1807,522
1687942591,4402,2585,1397,706,188
1687942609,9084,6016,3495,1646,521
1687942620,8073,5226,2977,1433,437
1687942626,8288,5402,3044,1467,476
1687942631,8668,5638,3302,1603,495
1687942690,5401,3416,2057,1023,312
1687942735,5256,3204,1696,759,229
1687942739,5394,3369,1786,767,233
1687943250,4743,2937,1863,993,363
1687943252,4965,2998,1842,998,343
1687943266,4060,2507,1597,913,315
1687943276,4004,2546,1565,860,334
1688522588,5139,2412,1206,676,239
1688522998,8004,5766,3522,1835,596
1689313937,5249,3366,2041,1050,311
1689314287,4587,2968,1731,777,238
1689314301,4478,2881,1739,672,245
1689314431,4445,2848,1630,718,217
1689317460,3769,2678,1496,696,245
1689317501,4625,2951,1904,759,283
1689317575,3951,2796,1480,609,187
1689317652,4922,3089,1975,766,223
1689317714,4329,2676,1628,526,179
1689317898,6331,3734,1692,548,79
1689318263,3815,2614,1559,809,270
1691972327,11851,6366,2782,1063,333
1691972328,12663,6822,3195,1262,342
1717123729,7170,4306,2310,1061,294
1717123730,7500,4655,2402,1138,292
1717123737,5411,3248,1684,793,330
1717123740,5444,3360,1700,853,389
1717123741,5058,3122,1697,876,354
1717123743,5083,3151,1786,899,352
1717123745,4967,2946,1747,863,300
1717123798,4150,2668,1837,931,326
1717123804,4573,2755,1809,937,360
1853377635,5345,3649,1887,745,271
1853377660,4691,3135,1872,1005,364
1853384996,2410,1332,1145,621,208
1853385008,3039,2100,1216,868,386
1854802321,14429,7212,2827,983,135
1854802348,12927,6350,2226,914,197
1854802355,11805,5554,1924,789,115
1854802364,11892,6520,3111,1179,121
1854802369,12196,6663,2823,753,220
1854802384,10250,4633,1958,922,281
1854802423,13769,7803,3529,1303,378
1854802449,11708,6782,3411,1308,183
1854802450,10553,5033,1801,430,61
2039762188,5424,4006,3005,1705,463
2088138144,7303,5160,2981,1522,364
2088138152,7254,4634,2641,1290,336
2088138159,7652,4961,2908,1358,349
2091257975,7148,4318,2415,1015,317
2091275904,10731,6250,3285,1121,336
2091275910,12619,7504,4052,1522,428
2091275913,14244,8760,4706,1916,417
2091275923,6339,3345,2064,1178,396
2091275955,7716,4551,2030,1077,451
2091275961,7387,4357,1964,1133,482
2091275965,8331,4839,2253,1119,425
2091275992,8587,4985,2353,1093,400
2091275997,8223,4776,2208,1122,465
2095662162,3026,1851,1069,562,203
2247713713,4042,2616,1433,640,175
2247713754,4158,2613,1444,598,175
2287580273,11936,7101,3911,1889,516
2293628474,6376,3937,1995,1063,384
2293628475,6486,4336,2116,1045,390
2293628477,6507,4058,1950,1059,352
2293628504,6859,5055,2858,1395,391
2293628512,6800,4815,2617,1261,360
2293628522,6800,4538,2409,1192,350
2293628531,7285,4462,2481,1214,416
2293628532,6961,4220,2286,1157,395
2293628533,6813,4153,2194,1147,355
2293628551,7713,4797,2702,1312,487
2293628559,9157,5453,3145,1529,402
2293628561,7165,5089,2793,1420,391
2293628640,7415,4527,2306,1015,264
2293905391,7298,5308,2987,1519,486
2293906097,7618,4838,2719,1183,460
2293906142,8210,4944,2665,1071,432
2293906143,7567,4686,2670,1236,375
2293906165,8055,4891,2727,1161,431
2293906171,7404,4709,2611,1147,445
2293906183,8515,4992,2813,1104,457
2293906560,7536,4199,2115,1179,495
2293973123,8804,4735,2376,941,392
2293973346,9665,4985,2276,979,342
2293973561,9800,5577,3014,1212,498
2293973623,10441,5662,2827,1227,476
2293973661,9580,5534,2467,1116,409
2293973698,10485,6013,3375,1479,490
2295338950,6848,4433,2421,1256,418
2295338956,7131,4658,2726,1285,393
2295340295,11721,6960,3701,1746,511
2303936232,6613,3301,1412,514,196
2304030701,6613,3301,1412,514,196
2536119809,12995,7903,4640,2033,516
2536120354,8820,5096,2544,667,146
2536120360,9269,5451,2702,882,192
2536120362,10008,5812,2945,991,217
2536120367,10081,5502,2998,1128,165
2536120369,8733,4834,2538,726,110
2536120961,7526,4341,2039,892,275
2536123631,10038,6324,3543,1806,367
2536123633,10040,6258,3437,1645,434
2536123641,10019,6077,3398,1677,494
2536123642,10232,6064,3495,1715,515
2536123870,9921,5982,3383,1480,512
2536128431,8480,5499,3264,1510,405
2570419862,6566,3774,1719,657,243
2570419896,8208,4899,2469,1132,318
2570419915,5191,2807,1306,547,251
2570419974,4705,2271,1051,514,206
2570420011,3579,1712,949,385,197
2570420013,3283,1520,832,350,187
2570420021,2850,1491,729,315,121
2570420023,4070,2131,1054,467,181
2570420028,3561,1751,990,467,182
2570420032,3299,1547,918,360,189
2570420048,2873,1511,755,353,122
2570420056,2606,1477,666,326,114
2570420058,2482,1538,727,326,105
2570420064,7323,4796,2430,1036,293
2570420077,6051,3760,1813,732,188
2570420095,7175,4646,2457,1057,328
2570420098,6163,3980,1938,769,254
2570420502,3588,1997,1176,653,94
2570420553,3759,2682,1663,715,269
2570420555,3901,2740,1785,794,267
2570420566,3660,2574,1577,820,338
2570420578,3775,2674,1778,981,235
2570420597,4570,2991,1387,755,334
2570420652,7071,4813,2916,1349,424
2570420654,4299,2796,1629,961,204
2570420655,4037,2675,1557,850,217
2588914319,10049,7033,4498,2332,678
2588914320,10074,7192,4471,2420,643
2588934220,12645,7927,4733,2273,669
2588934228,14491,8395,4173,1911,625
2589040403,6857,4032,2307,1407,463
2589040406,6865,3951,2283,1372,457
2589040415,8329,4610,2370,1282,415
2589040423,7708,4134,1951,638,231
2589040464,8091,4426,2143,1343,474
2589202424,12664,6299,3155,1120,235
2589202437,12450,6911,2860,1126,223
2589256377,5531,3789,2430,1115,302
2610519868,7695,4636,2921,1423,595
2627102007,10649,6510,3412,1464,416
2627102014,9943,5977,3139,1270,493
2627172625,11416,7181,3428,1363,395
2627172637,10891,6606,3328,1168,396
2627279700,5533,2867,1422,414,165
2627279803,9669,5928,3198,1519,626
2627509630,10720,7315,4310,1680,584
2627509641,9609,6674,3821,1767,433
2627509646,9304,6390,3755,1701,427
2627509649,9292,6459,3632,1750,438
2718747699,6924,4270,2432,1125,461
2718747703,7113,4312,2339,1020,420
2828439375,2820,1225,612,270,50
2882571335,7500,4763,2877,1225,410
2890199841,14517,8345,3714,1646,663
3036116984,13193,7881,3825,1374,380
3036117008,11671,7410,3673,1391,367
3064123252,5876,2994,1611,847,389
3064123565,6247,3516,1436,721,310
3064123849,5955,3202,1518,821,334
3064127335,6874,3940,1483,733,311
3064129536,6483,3679,1542,720,332
3072383455,7163,4023,1639,791,253
3072383459,8558,4629,2201,623,230
3072383461,7665,4231,1733,621,248
3072387546,8689,4989,2420,1075,379
3072387747,9330,5228,2642,656,206
3072387851,8408,4621,2152,732,244
3072387859,7030,3973,1556,692,263
3072387868,7650,4379,1807,645,237
3072394141,7709,4280,1775,750,260
3072394144,10197,5805,3015,740,236
3072401064,13168,8558,4639,1723,489
3072402940,11013,6518,3101,1160,375
3072414351,6507,3824,2312,993,292
3072420035,7383,4723,2776,1279,437
3073666051,9600,6150,3055,1301,406
3073849634,7123,3890,2126,1268,462
3223003177,4516,3131,1934,1108,403
3223161874,4062,2619,1512,744,296
3223255739,6589,4171,2441,1084,211
3223255761,3946,2542,1657,879,317
3223255764,3697,2491,1570,866,283
3223255770,3845,2518,1604,891,317
3223255772,3711,2541,1633,916,331
3301592098,3417,2190,1279,705,200
3301592099,3223,2107,1206,636,227
3301592196,4862,3228,2069,1206,315
3301592203,4977,3326,2127,1288,329
3301592205,3957,2694,1662,1129,393
3301592211,4010,2641,1630,1144,394
3301592334,3567,2394,1453,1028,409
3677021267,4479,2630,1728,1056,415
3677021269,3919,2467,1720,1003,368
3677021270,3979,2519,1808,1075,410
3677021272,9041,5033,2692,1242,473
3681476593,3230,2074,1069,489,196
3681476838,2259,1400,721,374,127
3685961307,5219,3382,1646,723,147
3685994559,4537,2423,1115,605,171
3685994563,4375,2195,1030,516,197
3687021336,4152,2048,855,438,132
3687021341,4152,2048,855,438,132
3687383530,6475,4156,2102,826,268
3752918434,6600,4216,2254,949,337
3826157475,7900,4163,2178,1343,455
3826171957,8552,4587,2219,1303,469
3826171962,10634,6178,2939,1152,321
3826172006,5877,3505,1648,708,143
3842300542,5248,2895,1868,1250,433
3842300543,5321,2997,1891,1263,436
3844726558,12693,7592,4445,2069,503
3844726559,14181,8329,4758,2264,667
3851717380,6761,3937,1946,989,339
3851717381,7561,4307,2110,932,340
3851717383,8475,4790,2444,942,322
3940115141,4984,2564,1075,266,34
3940716779,3010,1994,1126,553,250
3940716823,2208,1569,685,269,28
3940733565,10206,6650,3499,1552,405
3942075871,5551,3457,1875,659,144
3944763560,8088,5003,2539,1180,252
3944767268,7210,4713,2637,1022,257
3944846299,7163,4298,2514,961,229
3944847627,3665,2462,1444,818,323
3944847634,3457,2377,1407,759,278
3944948373,6719,3989,2388,969,256
3945072302,11052,6149,3174,1417,419
3945072350,11189,6170,3124,1315,421
3945072351,8937,4591,2481,993,326
3945072353,9861,5290,2764,1127,324
3945073273,11582,6786,3316,1173,399
3945080364,4414,2980,1792,1075,337
3946244030,8806,4882,2137,1070,409
3946244049,8416,4530,1857,959,406
3946252016,10124,5450,2783,1135,341
3946252020,11197,6163,3193,1229,323
3946252208,10178,5297,2410,926,280
3946333320,12965,7579,3719,1459,385
3946389333,6368,3732,2147,1094,375
3946389360,3391,2433,1535,759,233
3946399130,12031,7049,3489,1349,390
3946399688,13949,8270,4347,1667,368
3946478399,14972,9152,4912,1971,389
3946478408,13761,8159,4208,1596,356
3946485053,9868,5794,3504,1843,626
3946488162,5146,3112,1712,835,247
3946488186,4899,2710,1633,573,225
3946488193,8561,5298,3044,1448,753
3946534991,8821,5054,2929,1457,375
3946535015,9242,5155,2910,1431,371
3946579338,11390,7108,4212,1972,478
3946579363,7104,4182,2263,1393,452
3946579366,7197,4314,2290,1386,445
3946579462,11471,6802,3369,1471,365
3946579464,10679,6139,3051,1327,320
3946579479,11985,7039,3431,1395,336
3946621364,9073,5860,3206,1212,383
3946621372,9064,5855,3065,1049,376
3946662810,15854,9305,4629,1604,514
3946662820,15052,8847,4551,1574,405
3946838757,8401,4512,2329,1031,339
3948470502,5949,3736,2255,1067,342
3948470687,4633,3032,1470,673,180
3948470708,5319,2960,1884,1244,416
3948470719,4909,2824,1544,857,347
3948470720,5231,2942,1845,1209,445
3948470737,4618,2805,1314,587,183
3948470950,5057,3050,1403,594,249
3948470951,5325,3428,1652,702,264
3948471138,7463,4593,2643,1025,197
3948554557,6768,4585,2518,1031,426
3948554570,4079,2355,1626,889,246
3948554574,4014,2311,1533,807,234
3948554578,4460,2523,1699,978,285
3948554585,3981,2300,1443,759,238
3948554597,3896,2263,1404,733,236
3948569468,4191,2728,1852,1056,415
3948869022,6986,4298,2240,1104,350
3949014211,3353,2308,1721,947,396
3949031573,4092,2835,1771,1042,316
3949031586,4093,2833,1739,1034,334
3949031622,4334,2610,1561,690,237
3949031628,4274,2994,1836,973,309
3949245962,4329,2921,1742,1013,354
3949245985,4162,2691,1498,717,208
3954151551,4217,2711,1747,951,382
3954151555,4441,2805,1836,970,403
3954248757,12728,7447,3578,1653,478
3954248885,8872,5204,2689,1156,289
3954248908,7682,4723,2527,936,191
3954248958,8391,5400,2959,1224,298
3954328531,8195,4679,2689,1452,325
3954372068,10716,6755,3897,1703,477
3954372090,10131,6542,3454,1566,426
3954398654,10543,6801,3861,1837,530
3954398689,9701,6308,3501,1689,469
3955641012,6761,3937,1949,1046,409
3955641015,6290,3499,1865,1078,312
3955641157,5184,2989,1707,1051,324
3955657979,3752,2801,1899,1146,379
3955658003,3461,2560,1956,1135,483
3955658047,3445,2470,1915,1070,486
3955692069,8454,5673,3240,1636,592
3955764641,8214,4531,2349,1126,395
3955785647,7097,3754,1966,1098,401
3955786468,7593,4160,2090,1138,449
3955786473,8114,4497,2226,1111,457
3955786475,7935,4255,2154,1144,370
3955830967,13001,7532,3500,1120,312
3958623779,13214,8359,4636,1940,620
3958624063,4769,3491,2172,821,243
3958624072,5668,3620,2224,1206,306
3958624074,5155,3499,2230,1211,253
3958845979,13007,7723,3479,1564,275
3969559181,8608,5310,2960,1360,375
3969559183,12810,8511,5447,2335,647
3969559184,13678,8737,4862,2250,829
3969559192,13323,8586,5497,2480,588
3976491762,8670,5509,2865,1376,390
3976581179,7950,5000,2393,1043,293
3976589442,8514,5485,3025,1374,568
3976589447,9939,6541,3414,1632,520
3976589458,8779,5652,2993,1453,501
